,Attrition_Flag
2852,Existing Customer
2853,Existing Customer
2854,Existing Customer
2855,Existing Customer
2856,Existing Customer
2857,Existing Customer
2858,Existing Customer
2859,Existing Customer
2860,Existing Customer
2861,Attrited Customer
2862,Existing Customer
2863,Existing Customer
2864,Existing Customer
2865,Existing Customer
2866,Existing Customer
2867,Existing Customer
2868,Existing Customer
2869,Existing Customer
2870,Existing Customer
2871,Existing Customer
2872,Existing Customer
2873,Attrited Customer
2874,Attrited Customer
2875,Existing Customer
2876,Existing Customer
2877,Existing Customer
2878,Existing Customer
2879,Existing Customer
2880,Attrited Customer
2881,Attrited Customer
2882,Existing Customer
2883,Existing Customer
2884,Existing Customer
2885,Existing Customer
2886,Attrited Customer
2887,Existing Customer
2888,Existing Customer
2889,Attrited Customer
2890,Existing Customer
2891,Existing Customer
2892,Existing Customer
2893,Existing Customer
2894,Existing Customer
2895,Existing Customer
2896,Attrited Customer
2897,Existing Customer
2898,Attrited Customer
2899,Existing Customer
2900,Existing Customer
2901,Existing Customer
2902,Existing Customer
2903,Existing Customer
2904,Attrited Customer
2905,Existing Customer
2906,Existing Customer
2907,Attrited Customer
2908,Existing Customer
2909,Attrited Customer
2910,Existing Customer
2911,Attrited Customer
2912,Existing Customer
2913,Existing Customer
2914,Existing Customer
2915,Existing Customer
2916,Existing Customer
2917,Existing Customer
2918,Existing Customer
2919,Attrited Customer
2920,Existing Customer
2921,Existing Customer
2922,Existing Customer
2923,Existing Customer
2924,Attrited Customer
2925,Existing Customer
2926,Existing Customer
2927,Attrited Customer
2928,Existing Customer
2929,Existing Customer
2930,Existing Customer
2931,Existing Customer
2932,Existing Customer
2933,Attrited Customer
2934,Existing Customer
2935,Existing Customer
2936,Existing Customer
2937,Attrited Customer
2938,Existing Customer
2939,Existing Customer
2940,Existing Customer
2941,Existing Customer
2942,Existing Customer
2943,Existing Customer
2944,Existing Customer
2945,Existing Customer
2946,Existing Customer
2947,Existing Customer
2948,Existing Customer
2949,Existing Customer
2950,Existing Customer
2951,Existing Customer
2952,Existing Customer
2953,Existing Customer
2954,Existing Customer
2955,Existing Customer
2956,Existing Customer
2957,Attrited Customer
2958,Existing Customer
2959,Existing Customer
2960,Existing Customer
2961,Existing Customer
2962,Existing Customer
2963,Existing Customer
2964,Existing Customer
2965,Existing Customer
2966,Attrited Customer
2967,Existing Customer
2968,Existing Customer
2969,Existing Customer
2970,Existing Customer
2971,Existing Customer
2972,Existing Customer
2973,Existing Customer
2974,Existing Customer
2975,Existing Customer
2976,Existing Customer
2977,Existing Customer
2978,Existing Customer
2979,Attrited Customer
2980,Attrited Customer
2981,Existing Customer
2982,Existing Customer
2983,Existing Customer
2984,Existing Customer
2985,Existing Customer
2986,Existing Customer
2987,Existing Customer
2988,Existing Customer
2989,Existing Customer
2990,Existing Customer
2991,Existing Customer
2992,Existing Customer
2993,Existing Customer
2994,Existing Customer
2995,Existing Customer
2996,Existing Customer
2997,Existing Customer
2998,Existing Customer
2999,Attrited Customer
3000,Existing Customer
3001,Existing Customer
3002,Existing Customer
3003,Existing Customer
3004,Existing Customer
3005,Existing Customer
3006,Existing Customer
3007,Attrited Customer
3008,Existing Customer
3009,Existing Customer
3010,Existing Customer
3011,Existing Customer
3012,Existing Customer
3013,Existing Customer
3014,Existing Customer
3015,Attrited Customer
3016,Existing Customer
3017,Attrited Customer
3018,Existing Customer
3019,Attrited Customer
3020,Existing Customer
3021,Existing Customer
3022,Existing Customer
3023,Existing Customer
3024,Existing Customer
3025,Attrited Customer
3026,Existing Customer
3027,Existing Customer
3028,Existing Customer
3029,Existing Customer
3030,Existing Customer
3031,Existing Customer
3032,Existing Customer
3033,Attrited Customer
3034,Existing Customer
3035,Existing Customer
3036,Existing Customer
3037,Existing Customer
3038,Existing Customer
3039,Attrited Customer
3040,Attrited Customer
3041,Existing Customer
3042,Existing Customer
3043,Existing Customer
3044,Existing Customer
3045,Existing Customer
3046,Existing Customer
3047,Existing Customer
3048,Existing Customer
3049,Existing Customer
3050,Existing Customer
3051,Existing Customer
3052,Existing Customer
3053,Existing Customer
3054,Existing Customer
3055,Existing Customer
3056,Attrited Customer
3057,Existing Customer
3058,Existing Customer
3059,Attrited Customer
3060,Existing Customer
3061,Existing Customer
3062,Existing Customer
3063,Attrited Customer
3064,Existing Customer
3065,Attrited Customer
3066,Existing Customer
3067,Existing Customer
3068,Existing Customer
3069,Existing Customer
3070,Existing Customer
3071,Existing Customer
3072,Existing Customer
3073,Existing Customer
3074,Attrited Customer
3075,Existing Customer
3076,Existing Customer
3077,Existing Customer
3078,Existing Customer
3079,Attrited Customer
3080,Existing Customer
3081,Existing Customer
3082,Existing Customer
3083,Existing Customer
3084,Existing Customer
3085,Existing Customer
3086,Existing Customer
3087,Existing Customer
3088,Existing Customer
3089,Existing Customer
3090,Existing Customer
3091,Attrited Customer
3092,Attrited Customer
3093,Attrited Customer
3094,Existing Customer
3095,Existing Customer
3096,Existing Customer
3097,Existing Customer
3098,Existing Customer
3099,Existing Customer
3100,Existing Customer
3101,Existing Customer
3102,Existing Customer
3103,Existing Customer
3104,Existing Customer
3105,Existing Customer
3106,Existing Customer
3107,Existing Customer
3108,Attrited Customer
3109,Existing Customer
3110,Existing Customer
3111,Existing Customer
3112,Existing Customer
3113,Existing Customer
3114,Existing Customer
3115,Existing Customer
3116,Existing Customer
3117,Attrited Customer
3118,Existing Customer
3119,Existing Customer
3120,Existing Customer
3121,Existing Customer
3122,Existing Customer
3123,Existing Customer
3124,Existing Customer
3125,Existing Customer
3126,Existing Customer
3127,Existing Customer
3128,Existing Customer
3129,Existing Customer
3130,Existing Customer
3131,Existing Customer
3132,Existing Customer
3133,Existing Customer
3134,Existing Customer
3135,Existing Customer
3136,Existing Customer
3137,Existing Customer
3138,Existing Customer
3139,Existing Customer
3140,Attrited Customer
3141,Existing Customer
3142,Existing Customer
3143,Existing Customer
3144,Existing Customer
3145,Existing Customer
3146,Existing Customer
3147,Existing Customer
3148,Attrited Customer
3149,Existing Customer
3150,Attrited Customer
3151,Existing Customer
3152,Existing Customer
3153,Existing Customer
3154,Attrited Customer
3155,Attrited Customer
3156,Existing Customer
3157,Existing Customer
3158,Existing Customer
3159,Existing Customer
3160,Existing Customer
3161,Existing Customer
3162,Existing Customer
3163,Existing Customer
3164,Existing Customer
3165,Existing Customer
3166,Attrited Customer
3167,Existing Customer
3168,Existing Customer
3169,Existing Customer
3170,Existing Customer
3171,Existing Customer
3172,Existing Customer
3173,Existing Customer
3174,Existing Customer
3175,Existing Customer
3176,Existing Customer
3177,Attrited Customer
3178,Attrited Customer
3179,Existing Customer
3180,Existing Customer
3181,Existing Customer
3182,Existing Customer
3183,Existing Customer
3184,Existing Customer
3185,Existing Customer
3186,Existing Customer
3187,Existing Customer
3188,Existing Customer
3189,Existing Customer
3190,Existing Customer
3191,Existing Customer
3192,Existing Customer
3193,Attrited Customer
3194,Existing Customer
3195,Existing Customer
3196,Existing Customer
3197,Existing Customer
3198,Existing Customer
3199,Existing Customer
3200,Existing Customer
3201,Existing Customer
3202,Existing Customer
3203,Existing Customer
3204,Existing Customer
3205,Attrited Customer
3206,Existing Customer
3207,Existing Customer
3208,Existing Customer
3209,Existing Customer
3210,Attrited Customer
3211,Attrited Customer
3212,Existing Customer
3213,Existing Customer
3214,Attrited Customer
3215,Attrited Customer
3216,Attrited Customer
3217,Existing Customer
3218,Existing Customer
3219,Existing Customer
3220,Existing Customer
3221,Existing Customer
3222,Attrited Customer
3223,Existing Customer
3224,Existing Customer
3225,Attrited Customer
3226,Existing Customer
3227,Existing Customer
3228,Existing Customer
3229,Existing Customer
3230,Existing Customer
3231,Existing Customer
3232,Existing Customer
3233,Existing Customer
3234,Existing Customer
3235,Existing Customer
3236,Existing Customer
3237,Attrited Customer
3238,Existing Customer
3239,Existing Customer
3240,Existing Customer
3241,Attrited Customer
3242,Existing Customer
3243,Existing Customer
3244,Existing Customer
3245,Existing Customer
3246,Existing Customer
3247,Existing Customer
3248,Existing Customer
3249,Existing Customer
3250,Existing Customer
3251,Existing Customer
3252,Existing Customer
3253,Existing Customer
3254,Existing Customer
3255,Existing Customer
3256,Existing Customer
3257,Existing Customer
3258,Attrited Customer
3259,Existing Customer
3260,Attrited Customer
3261,Existing Customer
3262,Existing Customer
3263,Attrited Customer
3264,Attrited Customer
3265,Existing Customer
3266,Existing Customer
3267,Existing Customer
3268,Existing Customer
3269,Attrited Customer
3270,Existing Customer
3271,Attrited Customer
3272,Existing Customer
3273,Existing Customer
3274,Existing Customer
3275,Existing Customer
3276,Attrited Customer
3277,Attrited Customer
3278,Existing Customer
3279,Existing Customer
3280,Existing Customer
3281,Attrited Customer
3282,Existing Customer
3283,Existing Customer
3284,Existing Customer
3285,Existing Customer
3286,Existing Customer
3287,Attrited Customer
3288,Attrited Customer
3289,Existing Customer
3290,Existing Customer
3291,Existing Customer
3292,Existing Customer
3293,Existing Customer
3294,Existing Customer
3295,Existing Customer
3296,Attrited Customer
3297,Existing Customer
3298,Existing Customer
3299,Existing Customer
3300,Existing Customer
3301,Existing Customer
3302,Existing Customer
3303,Existing Customer
3304,Existing Customer
3305,Existing Customer
3306,Existing Customer
3307,Attrited Customer
3308,Existing Customer
3309,Existing Customer
3310,Existing Customer
3311,Existing Customer
3312,Attrited Customer
3313,Attrited Customer
3314,Existing Customer
3315,Existing Customer
3316,Attrited Customer
3317,Existing Customer
3318,Existing Customer
3319,Attrited Customer
3320,Existing Customer
3321,Existing Customer
3322,Existing Customer
3323,Existing Customer
3324,Existing Customer
3325,Existing Customer
3326,Existing Customer
3327,Existing Customer
3328,Existing Customer
3329,Existing Customer
3330,Existing Customer
3331,Existing Customer
3332,Existing Customer
3333,Existing Customer
3334,Existing Customer
3335,Existing Customer
3336,Existing Customer
3337,Existing Customer
3338,Existing Customer
3339,Attrited Customer
3340,Existing Customer
3341,Existing Customer
3342,Existing Customer
3343,Existing Customer
3344,Existing Customer
3345,Existing Customer
3346,Attrited Customer
3347,Existing Customer
3348,Existing Customer
3349,Existing Customer
3350,Attrited Customer
3351,Existing Customer
3352,Existing Customer
3353,Attrited Customer
3354,Existing Customer
3355,Existing Customer
3356,Existing Customer
3357,Existing Customer
3358,Existing Customer
3359,Existing Customer
3360,Existing Customer
3361,Existing Customer
3362,Existing Customer
3363,Existing Customer
3364,Existing Customer
3365,Attrited Customer
3366,Attrited Customer
3367,Existing Customer
3368,Attrited Customer
3369,Existing Customer
3370,Attrited Customer
3371,Existing Customer
3372,Existing Customer
3373,Existing Customer
3374,Existing Customer
3375,Attrited Customer
3376,Existing Customer
3377,Existing Customer
3378,Attrited Customer
3379,Attrited Customer
3380,Attrited Customer
3381,Attrited Customer
3382,Attrited Customer
3383,Existing Customer
3384,Attrited Customer
3385,Existing Customer
3386,Existing Customer
3387,Existing Customer
3388,Existing Customer
3389,Attrited Customer
3390,Existing Customer
3391,Existing Customer
3392,Existing Customer
3393,Existing Customer
3394,Existing Customer
3395,Existing Customer
3396,Existing Customer
3397,Existing Customer
3398,Existing Customer
3399,Existing Customer
3400,Existing Customer
3401,Existing Customer
3402,Existing Customer
3403,Existing Customer
3404,Existing Customer
3405,Attrited Customer
3406,Existing Customer
3407,Existing Customer
3408,Existing Customer
3409,Existing Customer
3410,Existing Customer
3411,Existing Customer
3412,Attrited Customer
3413,Existing Customer
3414,Existing Customer
3415,Existing Customer
3416,Existing Customer
3417,Existing Customer
3418,Existing Customer
3419,Existing Customer
3420,Attrited Customer
3421,Existing Customer
3422,Existing Customer
3423,Existing Customer
3424,Existing Customer
3425,Existing Customer
3426,Existing Customer
3427,Existing Customer
3428,Attrited Customer
3429,Attrited Customer
3430,Existing Customer
3431,Existing Customer
3432,Existing Customer
3433,Existing Customer
3434,Existing Customer
3435,Attrited Customer
3436,Existing Customer
3437,Existing Customer
3438,Attrited Customer
3439,Existing Customer
3440,Existing Customer
3441,Existing Customer
3442,Existing Customer
3443,Existing Customer
3444,Existing Customer
3445,Existing Customer
3446,Existing Customer
3447,Attrited Customer
3448,Existing Customer
3449,Existing Customer
3450,Existing Customer
3451,Attrited Customer
3452,Existing Customer
3453,Existing Customer
3454,Attrited Customer
3455,Existing Customer
3456,Attrited Customer
3457,Existing Customer
3458,Existing Customer
3459,Existing Customer
3460,Existing Customer
3461,Existing Customer
3462,Attrited Customer
3463,Attrited Customer
3464,Attrited Customer
3465,Attrited Customer
3466,Attrited Customer
3467,Existing Customer
3468,Existing Customer
3469,Attrited Customer
3470,Attrited Customer
3471,Existing Customer
3472,Existing Customer
3473,Existing Customer
3474,Existing Customer
3475,Existing Customer
3476,Attrited Customer
3477,Existing Customer
3478,Attrited Customer
3479,Existing Customer
3480,Existing Customer
3481,Existing Customer
3482,Existing Customer
3483,Attrited Customer
3484,Existing Customer
3485,Existing Customer
3486,Existing Customer
3487,Existing Customer
3488,Existing Customer
3489,Existing Customer
3490,Existing Customer
3491,Existing Customer
3492,Existing Customer
3493,Existing Customer
3494,Attrited Customer
3495,Existing Customer
3496,Existing Customer
3497,Existing Customer
3498,Existing Customer
3499,Existing Customer
3500,Existing Customer
3501,Existing Customer
3502,Existing Customer
3503,Existing Customer
3504,Existing Customer
3505,Attrited Customer
3506,Attrited Customer
3507,Existing Customer
3508,Existing Customer
3509,Existing Customer
3510,Attrited Customer
3511,Attrited Customer
3512,Existing Customer
3513,Existing Customer
3514,Existing Customer
3515,Existing Customer
3516,Existing Customer
3517,Existing Customer
3518,Existing Customer
3519,Existing Customer
3520,Existing Customer
3521,Existing Customer
3522,Existing Customer
3523,Attrited Customer
3524,Existing Customer
3525,Existing Customer
3526,Attrited Customer
3527,Existing Customer
3528,Existing Customer
3529,Existing Customer
3530,Existing Customer
3531,Existing Customer
3532,Existing Customer
3533,Attrited Customer
3534,Attrited Customer
3535,Existing Customer
3536,Existing Customer
3537,Existing Customer
3538,Existing Customer
3539,Existing Customer
3540,Existing Customer
3541,Existing Customer
3542,Existing Customer
3543,Existing Customer
3544,Existing Customer
3545,Existing Customer
3546,Existing Customer
3547,Existing Customer
3548,Existing Customer
3549,Existing Customer
3550,Attrited Customer
3551,Existing Customer
3552,Existing Customer
3553,Existing Customer
3554,Existing Customer
3555,Existing Customer
3556,Existing Customer
3557,Existing Customer
3558,Attrited Customer
3559,Existing Customer
3560,Existing Customer
3561,Existing Customer
3562,Attrited Customer
3563,Existing Customer
3564,Existing Customer
3565,Existing Customer
3566,Existing Customer
3567,Existing Customer
3568,Attrited Customer
3569,Existing Customer
3570,Existing Customer
3571,Existing Customer
3572,Existing Customer
3573,Attrited Customer
3574,Attrited Customer
3575,Existing Customer
3576,Existing Customer
3577,Attrited Customer
3578,Existing Customer
3579,Existing Customer
3580,Existing Customer
3581,Existing Customer
3582,Attrited Customer
3583,Existing Customer
3584,Existing Customer
3585,Existing Customer
3586,Existing Customer
3587,Existing Customer
3588,Existing Customer
3589,Existing Customer
3590,Existing Customer
3591,Existing Customer
3592,Existing Customer
3593,Existing Customer
3594,Existing Customer
3595,Existing Customer
3596,Existing Customer
3597,Existing Customer
3598,Existing Customer
3599,Existing Customer
3600,Existing Customer
3601,Existing Customer
3602,Attrited Customer
3603,Existing Customer
3604,Existing Customer
3605,Existing Customer
3606,Existing Customer
3607,Existing Customer
3608,Existing Customer
3609,Attrited Customer
3610,Existing Customer
3611,Existing Customer
3612,Existing Customer
3613,Existing Customer
3614,Existing Customer
3615,Existing Customer
3616,Existing Customer
3617,Existing Customer
3618,Existing Customer
3619,Existing Customer
3620,Existing Customer
3621,Attrited Customer
3622,Existing Customer
3623,Existing Customer
3624,Existing Customer
3625,Attrited Customer
3626,Existing Customer
3627,Existing Customer
3628,Existing Customer
3629,Existing Customer
3630,Existing Customer
3631,Existing Customer
3632,Existing Customer
3633,Existing Customer
3634,Existing Customer
3635,Existing Customer
3636,Existing Customer
3637,Existing Customer
3638,Existing Customer
3639,Existing Customer
3640,Attrited Customer
3641,Existing Customer
3642,Attrited Customer
3643,Existing Customer
3644,Existing Customer
3645,Existing Customer
3646,Existing Customer
3647,Attrited Customer
3648,Existing Customer
3649,Attrited Customer
3650,Existing Customer
3651,Existing Customer
3652,Existing Customer
3653,Existing Customer
3654,Attrited Customer
3655,Existing Customer
3656,Existing Customer
3657,Attrited Customer
3658,Existing Customer
3659,Attrited Customer
3660,Existing Customer
3661,Existing Customer
3662,Existing Customer
3663,Existing Customer
3664,Existing Customer
3665,Existing Customer
3666,Attrited Customer
3667,Attrited Customer
3668,Existing Customer
3669,Attrited Customer
3670,Existing Customer
3671,Existing Customer
3672,Existing Customer
3673,Existing Customer
3674,Existing Customer
3675,Existing Customer
3676,Existing Customer
3677,Existing Customer
3678,Existing Customer
3679,Existing Customer
3680,Attrited Customer
3681,Existing Customer
3682,Existing Customer
3683,Existing Customer
3684,Attrited Customer
3685,Attrited Customer
3686,Existing Customer
3687,Existing Customer
3688,Existing Customer
3689,Attrited Customer
3690,Existing Customer
3691,Existing Customer
3692,Existing Customer
3693,Attrited Customer
3694,Existing Customer
3695,Existing Customer
3696,Existing Customer
3697,Existing Customer
3698,Attrited Customer
3699,Existing Customer
3700,Existing Customer
3701,Existing Customer
3702,Existing Customer
3703,Existing Customer
3704,Existing Customer
3705,Attrited Customer
3706,Existing Customer
3707,Existing Customer
3708,Attrited Customer
3709,Existing Customer
3710,Attrited Customer
3711,Existing Customer
3712,Existing Customer
3713,Existing Customer
3714,Existing Customer
3715,Existing Customer
3716,Attrited Customer
3717,Existing Customer
3718,Existing Customer
3719,Attrited Customer
3720,Attrited Customer
3721,Attrited Customer
3722,Existing Customer
3723,Existing Customer
3724,Attrited Customer
3725,Existing Customer
3726,Existing Customer
3727,Attrited Customer
3728,Existing Customer
3729,Existing Customer
3730,Existing Customer
3731,Existing Customer
3732,Existing Customer
3733,Attrited Customer
3734,Existing Customer
3735,Existing Customer
3736,Existing Customer
3737,Existing Customer
3738,Attrited Customer
3739,Existing Customer
3740,Existing Customer
3741,Existing Customer
3742,Attrited Customer
3743,Existing Customer
3744,Existing Customer
3745,Existing Customer
3746,Existing Customer
3747,Existing Customer
3748,Existing Customer
3749,Existing Customer
3750,Existing Customer
3751,Existing Customer
3752,Existing Customer
3753,Existing Customer
3754,Existing Customer
3755,Existing Customer
3756,Existing Customer
3757,Existing Customer
3758,Existing Customer
3759,Existing Customer
3760,Existing Customer
3761,Existing Customer
3762,Existing Customer
3763,Attrited Customer
3764,Existing Customer
3765,Existing Customer
3766,Existing Customer
3767,Existing Customer
3768,Existing Customer
3769,Existing Customer
3770,Existing Customer
3771,Existing Customer
3772,Existing Customer
3773,Existing Customer
3774,Attrited Customer
3775,Existing Customer
3776,Existing Customer
3777,Existing Customer
3778,Existing Customer
3779,Attrited Customer
3780,Existing Customer
3781,Existing Customer
3782,Existing Customer
3783,Existing Customer
3784,Existing Customer
3785,Existing Customer
3786,Existing Customer
3787,Attrited Customer
3788,Existing Customer
3789,Existing Customer
3790,Attrited Customer
3791,Existing Customer
3792,Attrited Customer
3793,Existing Customer
3794,Existing Customer
3795,Existing Customer
3796,Existing Customer
3797,Existing Customer
3798,Existing Customer
3799,Existing Customer
3800,Existing Customer
3801,Existing Customer
3802,Attrited Customer
3803,Existing Customer
3804,Existing Customer
3805,Existing Customer
3806,Existing Customer
3807,Existing Customer
3808,Existing Customer
3809,Existing Customer
3810,Existing Customer
3811,Existing Customer
3812,Existing Customer
3813,Existing Customer
3814,Existing Customer
3815,Existing Customer
3816,Existing Customer
3817,Existing Customer
3818,Existing Customer
3819,Attrited Customer
3820,Existing Customer
3821,Existing Customer
3822,Existing Customer
3823,Existing Customer
3824,Existing Customer
3825,Existing Customer
3826,Existing Customer
3827,Existing Customer
3828,Existing Customer
3829,Existing Customer
3830,Existing Customer
3831,Existing Customer
3832,Attrited Customer
3833,Attrited Customer
3834,Existing Customer
3835,Existing Customer
3836,Existing Customer
3837,Existing Customer
3838,Attrited Customer
3839,Attrited Customer
3840,Existing Customer
3841,Existing Customer
3842,Existing Customer
3843,Existing Customer
3844,Existing Customer
3845,Existing Customer
3846,Existing Customer
3847,Existing Customer
3848,Existing Customer
3849,Existing Customer
3850,Attrited Customer
3851,Existing Customer
3852,Attrited Customer
3853,Existing Customer
3854,Existing Customer
3855,Existing Customer
3856,Existing Customer
3857,Attrited Customer
3858,Existing Customer
3859,Existing Customer
3860,Existing Customer
3861,Existing Customer
3862,Existing Customer
3863,Existing Customer
3864,Existing Customer
3865,Attrited Customer
3866,Existing Customer
3867,Attrited Customer
3868,Existing Customer
3869,Existing Customer
3870,Existing Customer
3871,Existing Customer
3872,Existing Customer
3873,Existing Customer
3874,Existing Customer
3875,Existing Customer
3876,Existing Customer
3877,Existing Customer
3878,Existing Customer
3879,Existing Customer
3880,Existing Customer
3881,Existing Customer
3882,Existing Customer
3883,Existing Customer
3884,Existing Customer
3885,Existing Customer
3886,Existing Customer
3887,Existing Customer
3888,Existing Customer
3889,Existing Customer
3890,Existing Customer
3891,Existing Customer
3892,Existing Customer
3893,Attrited Customer
3894,Existing Customer
3895,Existing Customer
3896,Existing Customer
3897,Existing Customer
3898,Existing Customer
3899,Attrited Customer
3900,Existing Customer
3901,Existing Customer
3902,Existing Customer
3903,Existing Customer
3904,Existing Customer
3905,Existing Customer
3906,Attrited Customer
3907,Attrited Customer
3908,Existing Customer
3909,Attrited Customer
3910,Existing Customer
3911,Existing Customer
3912,Existing Customer
3913,Existing Customer
3914,Existing Customer
3915,Existing Customer
3916,Attrited Customer
3917,Existing Customer
3918,Existing Customer
3919,Existing Customer
3920,Existing Customer
3921,Existing Customer
3922,Attrited Customer
3923,Existing Customer
3924,Existing Customer
3925,Existing Customer
3926,Existing Customer
3927,Existing Customer
3928,Existing Customer
3929,Existing Customer
3930,Attrited Customer
3931,Existing Customer
3932,Existing Customer
3933,Existing Customer
3934,Existing Customer
3935,Existing Customer
3936,Existing Customer
3937,Existing Customer
3938,Existing Customer
3939,Existing Customer
3940,Existing Customer
3941,Attrited Customer
3942,Existing Customer
3943,Existing Customer
3944,Existing Customer
3945,Existing Customer
3946,Existing Customer
3947,Attrited Customer
3948,Existing Customer
3949,Existing Customer
3950,Attrited Customer
3951,Existing Customer
3952,Existing Customer
3953,Attrited Customer
3954,Attrited Customer
3955,Existing Customer
3956,Existing Customer
3957,Existing Customer
3958,Existing Customer
3959,Attrited Customer
3960,Existing Customer
3961,Existing Customer
3962,Existing Customer
3963,Existing Customer
3964,Existing Customer
3965,Existing Customer
3966,Existing Customer
3967,Existing Customer
3968,Existing Customer
3969,Existing Customer
3970,Existing Customer
3971,Existing Customer
3972,Attrited Customer
3973,Existing Customer
3974,Existing Customer
3975,Existing Customer
3976,Attrited Customer
3977,Existing Customer
3978,Existing Customer
3979,Existing Customer
3980,Existing Customer
3981,Existing Customer
3982,Existing Customer
3983,Existing Customer
3984,Existing Customer
3985,Existing Customer
3986,Existing Customer
3987,Attrited Customer
3988,Existing Customer
3989,Existing Customer
3990,Existing Customer
3991,Attrited Customer
3992,Existing Customer
3993,Existing Customer
3994,Existing Customer
3995,Attrited Customer
3996,Attrited Customer
3997,Attrited Customer
3998,Existing Customer
3999,Existing Customer
4000,Existing Customer
4001,Existing Customer
4002,Existing Customer
4003,Existing Customer
4004,Attrited Customer
4005,Existing Customer
4006,Existing Customer
4007,Existing Customer
4008,Existing Customer
4009,Existing Customer
4010,Existing Customer
4011,Attrited Customer
4012,Existing Customer
4013,Attrited Customer
4014,Existing Customer
4015,Existing Customer
4016,Existing Customer
4017,Existing Customer
4018,Attrited Customer
4019,Existing Customer
4020,Existing Customer
4021,Existing Customer
4022,Existing Customer
4023,Existing Customer
4024,Existing Customer
4025,Existing Customer
4026,Existing Customer
4027,Existing Customer
4028,Existing Customer
4029,Existing Customer
4030,Existing Customer
4031,Existing Customer
4032,Existing Customer
4033,Attrited Customer
4034,Existing Customer
4035,Attrited Customer
4036,Existing Customer
4037,Existing Customer
4038,Existing Customer
4039,Existing Customer
4040,Existing Customer
4041,Attrited Customer
4042,Existing Customer
4043,Existing Customer
4044,Existing Customer
4045,Attrited Customer
4046,Existing Customer
4047,Existing Customer
4048,Existing Customer
4049,Existing Customer
4050,Existing Customer
4051,Attrited Customer
4052,Existing Customer
4053,Existing Customer
4054,Existing Customer
4055,Existing Customer
4056,Attrited Customer
4057,Existing Customer
4058,Existing Customer
4059,Existing Customer
4060,Existing Customer
4061,Existing Customer
4062,Existing Customer
4063,Attrited Customer
4064,Existing Customer
4065,Existing Customer
4066,Existing Customer
4067,Existing Customer
4068,Attrited Customer
4069,Existing Customer
4070,Existing Customer
4071,Existing Customer
4072,Existing Customer
4073,Attrited Customer
4074,Existing Customer
4075,Existing Customer
4076,Existing Customer
4077,Existing Customer
4078,Existing Customer
4079,Existing Customer
4080,Existing Customer
4081,Existing Customer
4082,Existing Customer
4083,Existing Customer
4084,Existing Customer
4085,Existing Customer
4086,Existing Customer
4087,Existing Customer
4088,Attrited Customer
4089,Attrited Customer
4090,Existing Customer
4091,Existing Customer
4092,Existing Customer
4093,Existing Customer
4094,Existing Customer
4095,Existing Customer
4096,Existing Customer
4097,Existing Customer
4098,Attrited Customer
4099,Attrited Customer
4100,Attrited Customer
4101,Existing Customer
4102,Existing Customer
4103,Existing Customer
4104,Attrited Customer
4105,Existing Customer
4106,Existing Customer
4107,Existing Customer
4108,Attrited Customer
4109,Attrited Customer
4110,Existing Customer
4111,Existing Customer
4112,Existing Customer
4113,Attrited Customer
4114,Existing Customer
4115,Existing Customer
4116,Existing Customer
4117,Attrited Customer
4118,Existing Customer
4119,Attrited Customer
4120,Attrited Customer
4121,Existing Customer
4122,Existing Customer
4123,Existing Customer
4124,Existing Customer
4125,Attrited Customer
4126,Existing Customer
4127,Existing Customer
4128,Existing Customer
4129,Existing Customer
4130,Existing Customer
4131,Existing Customer
4132,Existing Customer
4133,Attrited Customer
4134,Existing Customer
4135,Existing Customer
4136,Existing Customer
4137,Existing Customer
4138,Existing Customer
4139,Attrited Customer
4140,Existing Customer
4141,Existing Customer
4142,Existing Customer
4143,Existing Customer
4144,Existing Customer
4145,Existing Customer
4146,Existing Customer
4147,Existing Customer
4148,Existing Customer
4149,Existing Customer
4150,Existing Customer
4151,Existing Customer
4152,Existing Customer
4153,Existing Customer
4154,Existing Customer
4155,Existing Customer
4156,Existing Customer
4157,Existing Customer
4158,Existing Customer
4159,Existing Customer
4160,Attrited Customer
4161,Existing Customer
4162,Existing Customer
4163,Existing Customer
4164,Existing Customer
4165,Existing Customer
4166,Existing Customer
4167,Existing Customer
4168,Existing Customer
4169,Existing Customer
4170,Existing Customer
4171,Existing Customer
4172,Existing Customer
4173,Existing Customer
4174,Existing Customer
4175,Existing Customer
4176,Existing Customer
4177,Existing Customer
4178,Existing Customer
4179,Existing Customer
4180,Existing Customer
4181,Attrited Customer
4182,Existing Customer
4183,Existing Customer
4184,Existing Customer
4185,Attrited Customer
4186,Existing Customer
4187,Existing Customer
4188,Attrited Customer
4189,Existing Customer
4190,Attrited Customer
4191,Existing Customer
4192,Existing Customer
4193,Existing Customer
4194,Existing Customer
4195,Existing Customer
4196,Attrited Customer
4197,Attrited Customer
4198,Existing Customer
4199,Attrited Customer
4200,Existing Customer
4201,Existing Customer
4202,Attrited Customer
4203,Existing Customer
4204,Existing Customer
4205,Existing Customer
4206,Existing Customer
4207,Existing Customer
4208,Existing Customer
4209,Existing Customer
4210,Existing Customer
4211,Existing Customer
4212,Existing Customer
4213,Existing Customer
4214,Existing Customer
4215,Existing Customer
4216,Existing Customer
4217,Existing Customer
4218,Existing Customer
4219,Existing Customer
4220,Existing Customer
4221,Existing Customer
4222,Existing Customer
4223,Existing Customer
4224,Existing Customer
4225,Existing Customer
4226,Attrited Customer
