,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_F,Gender_M,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
4256,3,3,4,1183,0.596,14728,126,0.909,0.21600000000000003,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
4257,5,3,2,1785,0.603,14261,99,0.65,0.18899999999999997,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4258,6,3,2,2517,0.975,1969,46,1.3,0.073,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
4259,3,2,3,0,0.846,4544,72,0.565,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4260,6,1,4,0,0.41200000000000003,1731,46,0.586,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4261,4,3,2,2517,0.841,8248,66,0.65,0.073,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
4262,6,2,3,0,0.743,4479,82,0.8220000000000001,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4263,3,3,2,2517,0.6659999999999999,2257,54,0.8,0.589,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4264,4,1,3,1783,0.732,4887,69,0.725,0.584,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4265,5,2,3,1398,0.635,4698,88,0.833,0.55,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4266,4,2,3,1557,0.775,4571,85,0.848,0.726,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4267,5,3,2,0,0.321,1480,37,0.276,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
4268,5,3,3,1485,0.6920000000000001,1198,31,0.722,0.637,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4269,1,2,1,1514,0.846,13803,100,0.695,0.46799999999999997,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4270,3,1,2,1792,1.099,1734,35,1.188,0.583,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4271,3,3,3,1870,0.7140000000000001,4301,71,0.6509999999999999,0.19899999999999998,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4272,3,2,4,1605,0.7559999999999999,2538,39,0.696,0.8809999999999999,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4273,4,3,2,2053,0.442,1325,29,0.381,0.409,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4274,3,3,2,1079,0.9470000000000001,4190,74,0.805,0.078,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4275,3,1,4,1573,0.943,1813,38,0.727,0.5760000000000001,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4276,1,4,3,0,0.5489999999999999,2189,37,0.276,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4277,4,3,3,845,0.604,3520,68,0.889,0.45399999999999996,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4278,5,2,2,0,0.721,3270,63,0.8,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4279,5,3,3,1249,0.605,4504,87,0.706,0.546,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4280,3,2,3,2517,0.9490000000000001,1349,33,1.357,0.78,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4281,5,3,1,820,0.64,1327,41,0.8640000000000001,0.087,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4282,4,2,3,860,0.304,1618,34,0.09699999999999999,0.27399999999999997,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4283,3,2,2,2138,0.6990000000000001,4930,80,0.7390000000000001,0.682,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4284,5,1,2,0,0.794,2280,49,0.4,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4285,3,3,1,2217,0.763,4409,69,0.568,0.878,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4286,4,1,4,2323,1.123,4763,86,0.593,0.71,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4287,5,2,3,2517,0.583,1765,36,0.565,0.82,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4288,4,1,3,0,0.7759999999999999,2880,46,0.353,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4289,4,3,2,2415,0.441,1419,36,0.8,0.856,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4290,5,1,4,2151,0.583,1312,29,0.526,0.295,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4291,6,3,3,2292,0.637,1257,34,0.545,0.624,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4292,5,2,4,1339,0.631,1181,30,1.0,0.077,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4293,3,3,4,1710,1.171,1852,62,1.0,0.233,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4294,5,3,2,1125,1.3630000000000002,1765,34,1.615,0.252,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4295,4,1,4,0,0.975,4007,82,0.9520000000000001,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4296,6,1,2,0,0.606,5464,98,0.607,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4297,4,3,3,0,0.998,5128,74,0.9470000000000001,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4298,6,3,0,1601,1.168,3966,74,0.9470000000000001,0.49,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4299,1,1,2,2100,0.728,4614,83,0.6940000000000001,0.725,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4300,2,1,1,0,0.46,4441,87,0.6729999999999999,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4301,3,3,2,0,0.718,2281,55,0.618,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4302,5,3,4,0,0.531,4487,73,0.431,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4303,5,3,4,1935,0.653,2306,61,0.525,0.8540000000000001,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4304,4,3,3,1592,0.547,1736,42,0.615,0.736,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4305,1,1,1,601,1.0,4669,83,0.7290000000000001,0.418,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
4306,4,1,2,0,0.667,3494,67,0.718,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
4307,5,4,2,1389,0.307,1547,30,0.429,0.439,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4308,2,2,1,461,0.58,4244,96,0.778,0.16699999999999998,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4309,2,2,3,580,0.42100000000000004,1893,41,0.171,0.358,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4310,4,3,1,1614,0.696,4365,75,0.875,0.278,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4311,6,3,4,872,0.865,4246,80,0.7390000000000001,0.33,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4312,2,2,3,2120,0.9,14626,97,0.644,0.061,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
4313,5,1,3,1807,0.995,4456,70,0.522,0.706,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4314,2,1,3,1801,0.88,3831,45,0.667,0.528,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4315,4,3,3,2130,0.693,2605,61,0.794,0.836,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4316,3,2,3,2472,1.274,2242,49,0.815,0.52,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4317,3,3,3,1640,0.82,4007,75,0.705,0.59,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4318,5,3,3,963,1.052,1921,43,0.72,0.15,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4319,2,1,2,1864,0.8640000000000001,8753,97,0.7020000000000001,0.084,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
4320,1,5,3,0,0.489,2164,53,0.606,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4321,3,2,4,0,0.741,2751,68,0.659,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4322,4,5,3,0,0.74,4956,72,0.7140000000000001,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4323,4,2,3,0,0.812,4424,73,0.659,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4324,5,4,2,1581,0.428,4311,73,0.9209999999999999,0.214,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4325,3,3,3,0,0.688,844,24,0.5,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4326,3,4,2,1722,0.765,4431,79,0.7170000000000001,0.667,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4327,3,4,3,1584,0.996,2688,60,0.7140000000000001,0.568,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4328,6,4,2,1431,0.851,5253,82,0.745,0.7490000000000001,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4329,1,1,3,2097,0.8009999999999999,8440,102,0.7,0.231,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4330,3,3,4,1840,0.7929999999999999,4010,69,0.5,0.141,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4331,4,3,2,1301,1.207,1512,27,1.455,0.147,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4332,4,2,3,1125,0.611,2534,52,0.486,0.782,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
4333,3,3,4,0,0.446,850,18,0.385,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4334,3,3,3,1300,1.071,4508,79,0.7559999999999999,0.581,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4335,2,3,0,0,0.6970000000000001,15495,112,0.778,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4336,5,3,3,671,0.736,2434,45,0.406,0.353,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4337,3,3,4,2104,0.857,4486,93,0.86,0.73,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4338,3,1,2,0,0.8340000000000001,3193,53,0.5589999999999999,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
4339,3,2,3,0,0.183,1788,36,0.091,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4340,5,1,3,0,0.578,4148,84,0.7140000000000001,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4341,1,3,3,1728,0.595,8554,99,0.6779999999999999,0.46399999999999997,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4342,4,1,0,540,0.539,4220,66,0.737,0.099,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4343,4,1,2,710,0.504,2023,38,0.727,0.16899999999999998,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4344,4,1,3,1884,0.6779999999999999,1675,47,0.469,0.294,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4345,3,3,3,0,0.537,2411,41,0.281,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4346,3,3,3,0,0.40700000000000003,1434,31,0.292,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4347,3,3,3,0,0.629,2586,44,0.257,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4348,5,3,1,1368,0.721,3522,74,0.897,0.045,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
4349,4,3,4,1018,1.129,2350,55,0.774,0.028999999999999998,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4350,3,3,3,941,0.8740000000000001,4525,77,0.604,0.115,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4351,1,1,3,2041,0.927,4272,70,0.75,0.7,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4352,6,3,2,2384,0.7170000000000001,3835,78,0.5920000000000001,0.8220000000000001,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
4353,6,3,0,1646,0.746,5006,89,0.534,0.41100000000000003,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4354,3,2,2,0,0.659,4297,68,0.7440000000000001,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4355,5,3,3,0,0.83,8943,68,1.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
4356,3,3,2,1809,0.7240000000000001,4323,72,0.5,0.138,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4357,1,2,1,2517,0.574,2373,53,0.359,0.843,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4358,2,3,2,2221,0.769,14215,109,0.703,0.107,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4359,3,5,1,2517,0.625,3493,65,0.711,0.887,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4360,5,2,4,0,0.924,9867,78,0.902,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4361,1,3,3,1350,0.762,2354,49,0.96,0.594,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4362,3,1,2,1004,0.603,1353,30,0.111,0.465,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4363,2,2,3,776,0.715,14119,97,0.764,0.113,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4364,6,3,3,1473,0.775,1592,30,0.429,0.19699999999999998,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4365,6,4,3,895,1.656,1673,32,0.882,0.524,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4366,3,1,3,949,0.846,3569,77,0.5710000000000001,0.027999999999999997,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
4367,1,3,2,718,0.5710000000000001,4447,71,0.821,0.499,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4368,1,2,3,2209,0.98,15886,118,0.662,0.591,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
4369,3,3,3,1372,0.8959999999999999,1794,31,1.385,0.171,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4370,5,3,1,0,0.759,3230,64,0.561,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
4371,3,2,4,0,0.578,3412,72,0.674,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4372,2,2,1,2507,0.687,7787,89,0.508,0.813,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
4373,3,1,4,0,0.596,4844,58,0.871,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
4374,6,3,2,1835,0.86,3759,69,0.917,0.252,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
4375,4,3,3,2517,0.6459999999999999,2477,42,0.615,0.833,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4376,6,3,3,0,0.639,2213,47,0.382,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
4377,6,3,2,2219,0.636,1332,24,0.5,0.642,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4378,4,3,3,0,0.894,3006,83,0.93,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4379,4,2,3,1230,0.6679999999999999,3822,68,0.659,0.611,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4380,3,1,2,0,0.917,4245,76,1.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4381,3,3,3,2155,0.43799999999999994,1376,44,0.5710000000000001,0.6829999999999999,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4382,5,3,1,0,1.005,8454,69,0.769,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4383,4,2,3,1781,0.546,1609,28,0.474,0.268,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4384,5,1,2,627,0.345,1391,45,0.364,0.252,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4385,3,0,3,1926,0.735,2288,48,0.778,0.28300000000000003,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4386,6,2,2,2142,0.662,4425,83,0.7659999999999999,0.244,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4387,6,1,4,2080,0.695,3567,73,0.622,0.75,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4388,6,3,2,0,1.012,2551,74,0.609,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
4389,3,2,2,0,0.654,2345,36,0.28600000000000003,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4390,3,3,4,0,0.418,695,10,0.25,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4391,3,3,2,0,0.736,2054,46,0.586,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
4392,6,3,2,751,0.551,4477,62,0.59,0.486,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4393,5,3,4,1364,0.7190000000000001,3676,67,0.5579999999999999,0.18,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4394,2,2,1,2119,0.718,7460,85,0.604,0.429,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4395,4,6,2,1067,0.632,16100,119,0.608,0.258,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4396,6,4,1,0,0.982,4657,70,0.795,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
4397,5,1,4,2039,1.057,4037,71,0.821,0.6659999999999999,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4398,6,3,3,1669,1.308,2444,63,0.4,0.175,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4399,5,2,1,2004,0.9,4135,76,0.6890000000000001,0.133,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4400,6,3,4,0,0.946,2539,42,0.5,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4401,3,2,3,2437,0.765,2519,36,0.565,0.826,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4402,4,3,4,1053,1.195,3479,76,0.81,0.213,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4403,2,2,1,1425,0.716,8904,101,0.6559999999999999,0.218,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4404,6,3,2,0,0.7979999999999999,2084,61,1.103,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4405,1,1,3,0,0.836,8286,65,0.857,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4406,5,3,3,1839,1.113,2481,42,0.68,0.142,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
4407,2,5,2,2119,0.8009999999999999,8097,88,0.63,0.8540000000000001,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
4408,4,3,1,0,0.6890000000000001,4958,87,0.7759999999999999,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4409,2,3,2,0,0.51,1924,48,0.5479999999999999,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
4410,5,3,2,1571,1.4409999999999998,1870,35,0.8420000000000001,0.345,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4411,6,2,3,1820,0.965,5069,81,1.025,0.5710000000000001,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4412,3,3,2,886,1.32,1464,28,0.556,0.24100000000000002,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4413,5,3,2,2517,0.49200000000000005,1504,35,0.29600000000000004,0.087,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
4414,2,1,1,0,0.765,4866,65,0.625,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4415,6,2,2,689,0.823,4921,65,0.8059999999999999,0.479,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4416,5,3,3,2517,0.9940000000000001,1882,38,0.652,0.111,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4417,6,4,3,2507,0.433,2083,56,0.647,0.175,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4418,4,3,3,1863,0.77,4805,76,0.9490000000000001,0.584,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4419,4,2,4,0,0.32,2055,43,0.162,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4420,5,2,2,1249,0.9359999999999999,4410,73,0.622,0.7090000000000001,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4421,3,1,4,2517,1.275,2666,46,1.0,0.7829999999999999,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4422,6,3,1,1370,0.7809999999999999,4359,79,0.927,0.62,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4423,3,3,0,0,0.579,4623,65,0.5479999999999999,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4424,6,3,4,1580,0.745,1518,36,0.8,0.705,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4425,2,3,0,1604,0.62,4766,75,1.083,0.6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4426,2,3,2,1787,0.685,4758,67,0.5579999999999999,0.568,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4427,5,1,3,789,0.833,2337,69,0.605,0.026000000000000002,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4428,6,1,3,1201,0.77,4157,71,0.6509999999999999,0.272,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4429,3,2,3,2201,0.679,4410,86,0.623,0.696,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4430,5,2,2,0,0.912,1044,28,0.273,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
